sku,demanda_semanal_prom,demanda_semanal_std,cv,n_semanas_historial,total_ventas,total_unidades,costo_unit_trans_prom,stock_actual,costo,cantidad_por_caja,CBMM,costo_final,clase_abc,clase_xyz,clase_abc_xyz,nivel_servicio,cbm_unitario,costo_flete_unitario,costo_puesto,demanda_anual,demanda_esperada_lt,rop,stock_seguridad,eoq_teorico,cajas_a_pedir,unidades_a_pedir,cbm_total_pedido,inversion_fob_usd,posicion_inventario,requiere_pedido,estado,porcentaje_contenedor
MASS0995,0.1619718309859155,1.0426189334246865,6.437038632448064,142,140.48,23.0,2.9275,2.0,,1.0,0.05,2.9275,C,Z,C-Z,0.75,0.05,4.25,7.1775,8.422535211267606,2.4295774647887325,5.153197944504811,2.7236204797160783,27.96978883208659,28,28,1.4000000000000001,81.97,2.0,True,REORDENAR,2.058823529411765
MASS2287,0.1619718309859155,0.7498210088415566,4.629329706760914,142,222.78,23.0,3.26,0.0,,1.0,0.05,3.26,C,Z,C-Z,0.75,0.05,4.25,7.51,8.422535211267606,2.4295774647887325,4.388325565683214,1.9587481008944816,27.343608016462944,28,28,1.4000000000000001,91.28,0.0,True,REORDENAR,2.058823529411765
MASS0775,0.1056338028169014,1.2587720374450337,11.916375287812986,142,34.5,15.0,0.5,0.0,,1.0,0.05,0.5,C,Z,C-Z,0.75,0.05,4.25,4.75,5.492957746478873,1.584507042253521,4.872781588753382,3.288274546499861,27.76583220619,28,28,1.4000000000000001,14.0,0.0,True,REORDENAR,2.058823529411765
MASS1572,0.18309859154929578,1.1399870492598903,6.226083115188631,142,118.56,26.0,3.9899999999999998,0.0,,1.0,0.05,3.9899999999999998,C,Z,C-Z,0.75,0.05,4.25,8.24,9.52112676056338,2.7464788732394365,5.724452871636638,2.9779739983972013,27.754597800629487,28,28,1.4000000000000001,111.72,0.0,True,REORDENAR,2.058823529411765
MASS1262,0.19718309859154928,0.7169620366391933,3.6360217572416236,142,306.12,28.0,4.817777777777778,0.0,,1.0,0.05,4.817777777777778,C,Z,C-Z,0.75,0.05,4.25,9.067777777777778,10.253521126760562,2.957746478873239,4.830657495130467,1.8729110162572278,27.456201380522494,28,28,1.4000000000000001,134.89777777777778,0.0,True,REORDENAR,2.058823529411765
MASS1515,0.176056338028169,1.0538635152904072,5.985944766849514,142,147.59,25.0,3.6,0.0,,1.0,0.05,3.6,C,Z,C-Z,0.75,0.05,4.25,7.85,9.154929577464788,2.640845070422535,5.393839631572877,2.7529945611503424,27.883484564558604,28,28,1.4000000000000001,100.8,0.0,True,REORDENAR,2.058823529411765
MASS0838,0.11267605633802817,1.2609722217248254,11.191128467807825,142,16.34,16.0,0.8,0.0,,1.0,0.05,0.8,C,Z,C-Z,0.75,0.05,4.25,5.05,5.859154929577465,1.6901408450704225,4.984162905615426,3.2940220605450032,27.81161266960537,28,28,1.4000000000000001,22.400000000000002,0.0,True,REORDENAR,2.058823529411765
MASS1468,0.2535211267605634,1.333882615856368,5.261425873655673,142,401.96000000000004,36.0,7.24,6.0,,1.0,0.05,7.24,C,Z,C-Z,0.75,0.05,4.25,11.49,13.183098591549296,3.8028169014084505,7.2873018782449925,3.484484976836542,27.656874955801097,28,28,1.4000000000000001,202.72,6.0,True,REORDENAR,2.058823529411765
MASS1767,0.5915492957746479,3.1693454804026078,5.357703074013933,142,2756.8,84.0,22.04090909090909,0.0,,1.0,0.05,22.04090909090909,A,Z,A-Z,0.9,0.05,4.25,26.29090909090909,30.76056338028169,8.873239436619718,24.604057125801216,15.730817689181498,27.928570764862894,28,28,1.4000000000000001,617.1454545454545,0.0,True,REORDENAR,2.058823529411765
MASS1291,4.211267605633803,7.844075313937023,1.8626399574900623,142,6397.33,598.0,4.29546218487395,1.0,1.8,20.0,0.106848,1.8,A,Z,A-Z,0.9,0.0053424,0.45410399999999995,2.254104,218.98591549295776,63.16901408450705,102.10251611726036,38.93350203275332,254.4927925443852,13,260,1.389024,468.0,1.0,True,REORDENAR,2.0426823529411764
MASS0904,0.3591549295774648,1.6082303798119209,4.477817920260642,142,1109.33,51.0,13.881176470588235,0.0,,1.0,0.05,13.881176470588235,B,Z,B-Z,0.85,0.05,4.25,18.131176470588237,18.67605633802817,5.387323943661972,11.842904233986133,6.455580290324161,26.204988032016388,27,27,1.35,374.7917647058824,0.0,True,REORDENAR,1.985294117647059
MASS1363,0.5563380281690141,5.88726796430298,10.582177859886368,142,2225.16,79.0,23.885555555555555,0.0,,1.0,0.05,23.885555555555555,A,Z,A-Z,0.9,0.05,4.25,28.135555555555555,28.929577464788736,8.345070422535212,37.56610031860204,29.221029896066828,26.18168951015051,27,27,1.35,644.91,0.0,True,REORDENAR,1.985294117647059
MASS2280,0.22535211267605634,1.4941700711025112,6.630379690517393,142,467.22,32.0,7.214545454545455,0.0,,1.0,0.05,7.214545454545455,C,Z,C-Z,0.75,0.05,4.25,11.464545454545455,11.71830985915493,3.380281690140845,7.283483593895255,3.90320190375441,26.104082839901757,27,27,1.35,194.7927272727273,0.0,True,REORDENAR,1.985294117647059
MASS0748,0.09859154929577464,0.9016128901119496,9.14493074256406,142,13.06,14.0,0.78,0.0,,1.0,0.05,0.78,C,Z,C-Z,0.75,0.05,4.25,5.03,5.126760563380281,1.4788732394366195,3.8341453849546756,2.355272145518056,26.067050626169564,27,27,1.35,21.060000000000002,0.0,True,REORDENAR,1.985294117647059
MASS0828,0.14084507042253522,0.9935361968283545,7.054106997481316,142,146.42000000000002,20.0,2.56875,0.0,,1.0,0.05,2.56875,C,Z,C-Z,0.75,0.05,4.25,6.81875,7.323943661971831,2.1126760563380285,4.708078313356796,2.5954022570187676,26.759283701771487,27,27,1.35,69.35625,0.0,True,REORDENAR,1.985294117647059
MASS1192,0.09154929577464789,3.186640841413199,34.80792303697494,142,65.22,13.0,0.3983333333333333,0.0,,1.0,0.05,0.3983333333333333,C,Z,C-Z,0.75,0.05,4.25,4.648333333333333,4.76056338028169,1.3732394366197183,9.697661695732286,8.324422259112568,26.129729527670182,27,27,1.35,10.754999999999999,0.0,True,REORDENAR,1.985294117647059
MASS0966,0.11267605633802817,0.7635173510668123,6.7762164907179585,142,47.01,16.0,1.31,2.0,,1.0,0.05,1.31,C,Z,C-Z,0.75,0.05,4.25,5.5600000000000005,5.859154929577465,1.6901408450704225,3.684667730510256,1.9945268854398335,26.505406284368785,27,27,1.35,35.370000000000005,2.0,True,REORDENAR,1.985294117647059
MASS2296,0.2676056338028169,2.556913844999119,9.554783315523023,142,541.46,38.0,9.21625,1.0,,1.0,0.05,9.21625,C,Z,C-Z,0.75,0.05,4.25,13.46625,13.915492957746478,4.014084507042253,10.693478761119678,6.679394254077425,26.247039931819653,27,27,1.35,248.83875,1.0,True,REORDENAR,1.985294117647059
MASS2581,0.2535211267605634,3.02105288986808,11.916375287812983,142,295.2,36.0,8.2,0.0,,1.0,0.05,8.2,C,Z,C-Z,0.75,0.05,4.25,12.45,13.183098591549296,3.8028169014084505,11.694675813008113,7.8918589115996625,26.569197968173295,27,27,1.35,221.39999999999998,0.0,True,REORDENAR,1.985294117647059
MASS0985,0.176056338028169,1.1503887457320947,6.534208075758299,142,155.25,25.0,4.131818181818182,0.0,,1.0,0.05,4.131818181818182,C,Z,C-Z,0.75,0.05,4.25,8.381818181818183,9.154929577464788,2.640845070422535,5.645991291217838,3.005146220795303,26.98439941256124,27,27,1.35,111.55909090909091,0.0,True,REORDENAR,1.985294117647059
MASS1708,0.176056338028169,1.053863515290407,5.985944766849512,142,161.24,25.0,4.7681818181818185,0.0,,1.0,0.05,4.7681818181818185,C,Z,C-Z,0.75,0.05,4.25,9.01818181818182,9.154929577464788,2.640845070422535,5.393839631572876,2.7529945611503406,26.014913184777495,27,27,1.35,128.7409090909091,0.0,True,REORDENAR,1.985294117647059
MASS0741,0.16901408450704225,1.3681888996218492,8.09511765609594,142,163.26999999999998,24.0,3.9853846153846155,0.0,,1.0,0.05,3.9853846153846155,C,Z,C-Z,0.75,0.05,4.25,8.235384615384616,8.788732394366196,2.535211267605634,6.109314123085242,3.574102855479608,26.673226175784873,27,27,1.35,107.60538461538462,0.0,True,REORDENAR,1.985294117647059
MASS0742,0.5070422535211268,2.396056094233317,4.7255550747379305,142,2015.52,72.0,21.09892857142857,0.0,,1.0,0.05,21.09892857142857,B,Z,B-Z,0.85,0.05,4.25,25.34892857142857,26.366197183098592,7.605633802816901,17.223616829758992,9.617983026942092,26.332877238094213,27,27,1.35,569.6710714285714,0.0,True,REORDENAR,1.985294117647059
MASS1512,0.3732394366197183,1.5140437373858826,4.0564945416753835,142,962.1,53.0,14.783999999999999,0.0,,1.0,0.05,14.783999999999999,B,Z,B-Z,0.85,0.05,4.25,19.034,19.408450704225352,5.598591549295775,11.676098250108183,6.077506700812408,26.07262584873685,27,27,1.35,399.16799999999995,0.0,True,REORDENAR,1.985294117647059
MASS2279,0.23943661971830985,1.4824245879892228,6.191302691013814,142,475.96,34.0,7.53,0.0,,1.0,0.05,7.53,C,Z,C-Z,0.75,0.05,4.25,11.780000000000001,12.450704225352112,3.5915492957746475,7.464068619992128,3.8725193242174805,26.544752683717636,27,27,1.35,203.31,0.0,True,REORDENAR,1.985294117647059
MASS0272,0.15492957746478872,0.8446391201172512,5.451761593484076,142,122.09,22.0,3.231666666666667,0.0,,1.0,0.05,3.231666666666667,C,Z,C-Z,0.75,0.05,4.25,7.481666666666667,8.056338028169014,2.323943661971831,4.530383936333958,2.2064402743621274,26.793165888126527,27,27,1.35,87.25500000000001,0.0,True,REORDENAR,1.985294117647059
MASS2463,0.44366197183098594,2.2550955630309235,5.082913808736367,142,5080.95,63.0,24.33813559322034,0.0,14.0,1.0,0.044616,14.0,A,Z,A-Z,0.9,0.044616,3.7923600000000004,17.792360000000002,23.070422535211268,6.654929577464789,17.84793374601481,11.193004168550022,29.401220976188444,30,30,1.3384800000000001,420.0,0.0,True,REORDENAR,1.9683529411764706
MASS1576,0.176056338028169,1.2045969619649337,6.8421107439608235,142,41.0,25.0,5.2,0.0,,1.0,0.05,5.2,C,Z,C-Z,0.75,0.05,4.25,9.45,9.154929577464788,2.640845070422535,5.787598740658332,3.146753670235797,25.413587135794646,26,26,1.3,135.20000000000002,0.0,True,REORDENAR,1.911764705882353
MASS1590,0.3028169014084507,1.33681868904197,4.414610554510692,142,664.6,43.0,12.008695652173913,0.0,,1.0,0.05,12.008695652173913,B,Z,B-Z,0.85,0.05,4.25,16.258695652173913,15.746478873239436,4.54225352112676,9.908363059317164,5.366109538190404,25.40991703870918,26,26,1.3,312.2260869565217,0.0,True,REORDENAR,1.911764705882353
MASS0712,0.14788732394366197,0.780499777134934,5.277665159674315,142,113.09,21.0,3.543846153846154,0.0,,1.0,0.05,3.543846153846154,C,Z,C-Z,0.75,0.05,4.25,7.793846153846154,7.690140845070422,2.2183098591549295,4.257199725115816,2.0388898659608867,25.647533341081278,26,26,1.3,92.14,0.0,True,REORDENAR,1.911764705882353
MASS1387,0.18309859154929578,1.3920733977850082,7.602862403287352,142,192.6,26.0,5.208,0.0,,1.0,0.05,5.208,C,Z,C-Z,0.75,0.05,4.25,9.458,9.52112676056338,2.7464788732394365,6.382974906379117,3.63649603313968,25.90591219743273,26,26,1.3,135.40800000000002,0.0,True,REORDENAR,1.911764705882353
MASS0931,0.15492957746478872,0.6222331624726147,4.016232230505059,142,277.67,22.0,3.91,0.0,,1.0,0.05,3.91,C,Z,C-Z,0.75,0.05,4.25,8.16,8.056338028169014,2.323943661971831,3.949395617752312,1.625451955780481,25.655361063937452,26,26,1.3,101.66,0.0,True,REORDENAR,1.911764705882353
MASS1762,0.176056338028169,0.8530237895017925,4.845175124370182,142,256.05,25.0,4.809374999999999,0.0,,1.0,0.05,4.809374999999999,C,Z,C-Z,0.75,0.05,4.25,9.059375,9.154929577464788,2.640845070422535,4.869188512393919,2.2283434419713837,25.955700600261068,26,26,1.3,125.04374999999999,0.0,True,REORDENAR,1.911764705882353
MASS1279,0.14084507042253522,0.6255953113292069,4.4417267104373686,142,118.15,20.0,3.35,0.0,,1.0,0.05,3.35,C,Z,C-Z,0.75,0.05,4.25,7.6,7.323943661971831,2.1126760563380285,3.746910911784056,1.6342348554460275,25.346621045389497,26,26,1.3,87.10000000000001,0.0,True,REORDENAR,1.911764705882353
MASS1111,0.11971830985915492,0.6128921597805991,5.119452158167357,142,48.92,17.0,2.0216666666666665,0.0,,1.0,0.05,2.0216666666666665,C,Z,C-Z,0.75,0.05,4.25,6.2716666666666665,6.225352112676056,1.7957746478873238,3.3968252184469456,1.6010505705596219,25.724375881677666,26,26,1.3,52.56333333333333,0.0,True,REORDENAR,1.911764705882353
MASS1115,0.11971830985915492,1.1997777238949598,10.021672752534371,142,60.34,17.0,1.96,1.0,,1.0,0.05,1.96,C,Z,C-Z,0.75,0.05,4.25,6.21,6.225352112676056,1.7957746478873238,4.929939082417517,3.1341644345301933,25.851784720481962,26,26,1.3,50.96,1.0,True,REORDENAR,1.911764705882353
MASS0058,5.47887323943662,10.137857083187598,1.8503543776512066,142,7158.35,778.0,3.886349206349206,1.0,2.0,30.0,0.12992,2.0,A,Z,A-Z,0.9,0.004330666666666667,0.3681066666666667,2.368106666666667,284.90140845070425,82.1830985915493,132.50162098701335,50.31852239546406,283.20507942745036,10,300,1.2992000000000001,600.0,1.0,True,REORDENAR,1.9105882352941177
MASS1124,2.211267605633803,5.234678400460541,2.3672749454311997,142,3877.37,314.0,7.467787610619469,22.0,3.2,10.0,0.091632,3.2,A,Z,A-Z,0.9,0.0091632,0.778872,3.978872,114.98591549295776,33.16901408450705,59.15096275129628,25.98194866678923,138.80231517390192,14,140,1.282848,448.0,22.0,True,REORDENAR,1.8865411764705882
MASS2150,0.9788732394366197,2.7841198868047132,2.844208805224959,142,5748.56,139.0,14.543728813559323,0.0,6.45,10.0,0.183024,6.45,A,Z,A-Z,0.9,0.0183024,1.555704,8.005704,50.901408450704224,14.683098591549296,28.501876832975356,13.81877824142606,65.10577394052699,7,70,1.2811679999999999,451.5,0.0,True,REORDENAR,1.884070588235294
MASS1873,2.3732394366197185,6.587888258093693,2.7759054381284995,142,16170.77,337.0,18.251821862348176,57.0,10.5,6.0,0.09020375,10.5,AA,Z,AA-Z,0.95,0.015033958333333333,1.2778864583333334,11.777886458333333,123.40845070422536,35.598591549295776,77.56667245734147,41.96808090804569,83.57822410431365,14,84,1.2628525,882.0,57.0,True,REORDENAR,1.8571360294117645
MASS1312,0.2887323943661972,1.3661613972515567,4.731583375846855,142,624.64,41.0,11.865454545454547,0.0,,1.0,0.05,11.865454545454547,C,Z,C-Z,0.75,0.05,4.25,16.115454545454547,15.014084507042254,4.330985915492958,7.899792351733119,3.568806436240161,24.92197859562205,25,25,1.25,296.6363636363637,0.0,True,REORDENAR,1.8382352941176472
MASS0250,0.08450704225352113,0.7194655004467091,8.513675088619392,142,20.66,12.0,0.75,0.0,,1.0,0.05,0.75,C,Z,C-Z,0.75,0.05,4.25,5.0,4.394366197183098,1.267605633802817,3.1470564174456044,1.8794507836427874,24.205691334017843,25,25,1.25,18.75,0.0,True,REORDENAR,1.8382352941176472
MASS0001,0.08450704225352113,0.5521454961205653,6.533721704093356,142,27.81,12.0,0.5966666666666667,0.0,,1.0,0.05,0.5966666666666667,C,Z,C-Z,0.75,0.05,4.25,4.846666666666667,4.394366197183098,1.267605633802817,2.709968449982767,1.44236281617995,24.585605984412584,25,25,1.25,14.916666666666668,0.0,True,REORDENAR,1.8382352941176472
MASS1408,9.161971830985916,26.682965938246298,2.912360617395061,142,12131.52,1301.0,4.870769230769231,209.0,2.35,14.0,0.05,2.35,AA,Z,AA-Z,0.95,0.0035714285714285718,0.3035714285714286,2.6535714285714285,476.42253521126764,137.42957746478874,307.4131639330554,169.98358646826665,345.9673596752437,25,350,1.25,822.5,209.0,True,REORDENAR,1.8382352941176472
MASS0930,0.14788732394366197,0.4447835252987515,3.0075838377344146,142,254.97,21.0,4.15,0.0,,1.0,0.05,4.15,C,Z,C-Z,0.75,0.05,4.25,8.4,7.690140845070422,2.2183098591549295,3.3802123334988803,1.1619024743439508,24.704830266521817,25,25,1.25,103.75000000000001,0.0,True,REORDENAR,1.8382352941176472
MASS1388,0.2112676056338028,1.46268472636122,6.923374371443108,142,323.67,30.0,7.86529411764706,0.0,,1.0,0.05,7.86529411764706,C,Z,C-Z,0.75,0.05,4.25,12.11529411764706,10.985915492957746,3.169014084507042,6.9899672135661515,3.8209531290591094,24.5869986040787,25,25,1.25,196.6323529411765,0.0,True,REORDENAR,1.8382352941176472
MASS1570,0.47183098591549294,1.893226680039078,4.012510277097747,142,1963.09,67.0,22.022758620689654,0.0,,1.0,0.05,22.022758620689654,B,Z,B-Z,0.85,0.05,4.25,26.272758620689654,24.535211267605632,7.077464788732394,14.677045666072516,7.599580877340122,24.951487043874586,25,25,1.25,550.5689655172414,0.0,True,REORDENAR,1.8382352941176472
MASS1109,0.1056338028169014,1.0362763841664928,9.810083103442798,142,52.98,15.0,1.96,0.0,,1.0,0.05,1.96,C,Z,C-Z,0.75,0.05,4.25,6.21,5.492957746478873,1.584507042253521,4.29155895938223,2.707051917128709,24.28352333980457,25,25,1.25,49.0,0.0,True,REORDENAR,1.8382352941176472
MASS2328,0.31690140845070425,1.4604464405837023,4.608519879175238,142,12884.8,45.0,113.89447368421052,0.0,62.0,1.0,0.0960687,62.0,AA,Z,AA-Z,0.95,0.0960687,8.1658395,70.1658395,16.47887323943662,4.753521126760564,14.05728160038159,9.303760473621026,12.512821929216768,13,13,1.2488931,806.0,0.0,True,REORDENAR,1.8366075000000002
MASS1429,1.7605633802816902,6.027042577711155,3.423360184139936,142,2059.16,250.0,4.041558441558442,41.0,1.42,25.0,0.1548,1.42,B,Z,B-Z,0.85,0.006192,0.52632,1.94632,91.54929577464789,26.408450704225352,50.6015375666728,24.19308686244745,177.08213594004613,8,200,1.2384,284.0,41.0,True,REORDENAR,1.8211764705882352
MASS1430,1.8380281690140845,6.378862839077844,3.470492425858444,142,2176.16,261.0,4.273132530120482,47.0,1.42,25.0,0.1548,1.42,A,Z,A-Z,0.9,0.006192,0.52632,1.94632,95.5774647887324,27.570422535211268,59.2314481338094,31.661025598598133,180.93600668559284,8,200,1.2384,284.0,47.0,True,REORDENAR,1.8211764705882352
MASS2138,5.077464788732394,14.552460221270463,2.8660878660477196,142,7508.93,721.0,4.753007518796992,23.0,3.7,1.0,0.006,3.7,AA,Z,AA-Z,0.95,0.006,0.51,4.21,264.0281690140845,76.1619718309859,168.86828439283892,92.70631256185301,204.47417026285936,205,205,1.23,758.5,23.0,True,REORDENAR,1.8088235294117647
MASS1477,4.992957746478873,10.616123478676858,2.1262193709056616,142,5375.81,709.0,3.2240501792114693,0.0,1.8,20.0,0.08029,1.8,A,Z,A-Z,0.9,0.0040145,0.3412325,2.1412325,259.6338028169014,74.89436619718309,127.58672934961876,52.692363152435675,284.3171613273319,15,300,1.20435,540.0,0.0,True,REORDENAR,1.7711029411764705
MASS2514,0.4225352112676056,5.035088149780135,11.916375287812986,142,1332.0,60.0,22.2,0.0,,1.0,0.05,22.2,B,Z,B-Z,0.85,0.05,4.25,26.45,21.971830985915492,6.338028169014084,26.54932141890699,20.211293249892908,23.532857071844116,24,24,1.2000000000000002,532.8,0.0,True,REORDENAR,1.7647058823529416
MASS1566,0.29577464788732394,1.725029478191404,5.832242521504271,142,727.14,42.0,14.277999999999999,0.0,,1.0,0.05,14.277999999999999,B,Z,B-Z,0.85,0.05,4.25,18.528,15.380281690140844,4.436619718309859,11.361042014662038,6.924422296352179,23.524599817323757,24,24,1.2000000000000002,342.67199999999997,0.0,True,REORDENAR,1.7647058823529416
MASS0064,0.14084507042253522,1.1825657242363516,8.396216642078096,142,111.2,20.0,4.63,0.0,,1.0,0.05,4.63,C,Z,C-Z,0.75,0.05,4.25,8.879999999999999,7.323943661971831,2.1126760563380285,5.201877798110409,3.089201741772381,23.44878718117753,24,24,1.2000000000000002,111.12,0.0,True,REORDENAR,1.7647058823529416
MASS1565,0.2887323943661972,1.748681310314276,6.056408440600663,142,698.9499999999999,41.0,14.184,0.0,,1.0,0.05,14.184,B,Z,B-Z,0.85,0.05,4.25,18.433999999999997,15.014084507042254,4.330985915492958,11.350348777077045,7.019362861584087,23.302043404576512,24,24,1.2000000000000002,340.416,0.0,True,REORDENAR,1.7647058823529416
MASS1073,0.2605633802816901,0.9941643731893579,3.815441648456455,142,899.4300000000001,37.0,12.702,0.0,,1.0,0.05,12.702,B,Z,B-Z,0.85,0.05,4.25,16.951999999999998,13.549295774647886,3.908450704225352,7.899115234299863,3.990664530074511,23.083531974739355,24,24,1.2000000000000002,304.848,0.0,True,REORDENAR,1.7647058823529416
MASS0544,0.3732394366197183,1.720172987052197,4.608765361536075,142,1438.8,53.0,19.27785714285714,0.0,,1.0,0.05,19.27785714285714,B,Z,B-Z,0.85,0.05,4.25,23.52785714285714,19.408450704225352,5.598591549295775,12.503519456739529,6.904927907443754,23.450851557437026,24,24,1.2000000000000002,462.66857142857134,0.0,True,REORDENAR,1.7647058823529416
MASS1446,0.11267605633802817,1.3426901732747025,11.916375287812984,142,69.12,16.0,2.65,0.0,,1.0,0.05,2.65,C,Z,C-Z,0.75,0.05,4.25,6.9,5.859154929577465,1.6901408450704225,5.197633694670273,3.5074928495998505,23.79289653579488,24,24,1.2000000000000002,63.599999999999994,0.0,True,REORDENAR,1.7647058823529416
MASS2306,1.0492957746478873,4.360245072149256,4.15540134392748,142,22453.46,149.0,62.371224489795914,6.0,,1.0,0.05,62.371224489795914,AA,Z,AA-Z,0.95,0.05,4.25,66.6212244897959,54.56338028169014,15.739436619718308,43.516337319582156,27.776900699863848,23.366770814994773,24,24,1.2000000000000002,1496.909387755102,6.0,True,REORDENAR,1.7647058823529416
MASS2462,0.7676056338028169,3.4899358708118666,4.54652196014023,142,4809.6,109.0,15.775679012345678,0.0,9.0,1.0,0.023911875,9.0,A,Z,A-Z,0.9,0.023911875,2.032509375,11.032509375,39.91549295774648,11.514084507042254,28.83612947504693,17.322044968004676,49.11203914006027,50,50,1.19559375,450.0,0.0,True,REORDENAR,1.7582261029411765
MASS1335,5.295774647887324,14.286723853762938,2.697759025577576,142,10382.54,752.0,7.8398360655737696,0.0,5.4,12.0,0.079632,5.4,AA,Z,AA-Z,0.95,0.0066359999999999995,0.56406,5.96406,275.38028169014086,79.43661971830986,170.4500612212064,91.01344150289654,175.44855206374802,15,180,1.19448,972.0000000000001,0.0,True,REORDENAR,1.7565882352941178
MASS2137,4.767605633802817,13.914462853299606,2.9185431686389127,142,6913.97,677.0,4.081885245901639,76.0,3.7,1.0,0.006,3.7,A,Z,A-Z,0.9,0.006,0.51,4.21,247.9154929577465,71.51408450704226,140.57751723837669,69.06343273133443,198.13680541278526,199,199,1.194,736.3000000000001,76.0,True,REORDENAR,1.7558823529411764
MASS2600,1.6408450704225352,9.14449921797021,5.573042441853089,142,3849.58,233.0,5.928571428571429,1.0,5.5,9.0,0.105315,5.5,A,Z,A-Z,0.9,0.011701666666666668,0.9946416666666668,6.494641666666666,85.32394366197184,24.612676056338028,70.00073833804251,45.38806228170448,93.58629049933,11,99,1.158465,544.5,1.0,True,REORDENAR,1.7036250000000002
MASS1980,1.056338028169014,1.848037670731934,1.7494756616262308,142,4176.61,150.0,10.655999999999999,3.0,3.5,10.0,0.128016,3.5,A,Z,A-Z,0.9,0.0128016,1.088136,4.588136,54.92957746478873,15.84507042253521,25.017672103476194,9.172601680940984,89.33864439768405,9,90,1.1521439999999998,315.0,3.0,True,REORDENAR,1.6943294117647056
MASS1380,0.36619718309859156,2.773938678238996,7.574986390575719,142,1485.08,52.0,21.743157894736843,0.0,,1.0,0.05,21.743157894736843,B,Z,B-Z,0.85,0.05,4.25,25.993157894736843,19.04225352112676,5.492957746478873,16.627795194271485,11.134837447792613,22.099579970214982,23,23,1.1500000000000001,500.09263157894736,0.0,True,REORDENAR,1.6911764705882355
MASS0136,0.1267605633802817,1.1226814085484758,8.856708889660197,142,110.76,18.0,4.824999999999999,0.0,,1.0,0.05,4.824999999999999,C,Z,C-Z,0.75,0.05,4.25,9.075,6.591549295774648,1.9014084507042253,4.834175138985356,2.9327666882811307,22.005173940016224,23,23,1.1500000000000001,110.97499999999998,0.0,True,REORDENAR,1.6911764705882355
MASS2517,0.16901408450704225,2.0140352599120543,11.916375287812988,142,172.8,24.0,7.2,0.0,,1.0,0.05,7.2,C,Z,C-Z,0.75,0.05,4.25,11.45,8.788732394366196,2.535211267605634,7.796450542005411,5.261239274399777,22.621153545653307,23,23,1.1500000000000001,165.6,0.0,True,REORDENAR,1.6911764705882355
MASS1232,0.14084507042253522,0.7680827128902037,5.4533872615204455,142,149.20999999999998,20.0,5.510000000000001,0.0,,1.0,0.05,5.510000000000001,C,Z,C-Z,0.75,0.05,4.25,9.760000000000002,7.323943661971831,2.1126760563380285,4.119128979720276,2.006452923382248,22.366702390333447,23,23,1.1500000000000001,126.73000000000002,0.0,True,REORDENAR,1.6911764705882355
MASS0996,0.07746478873239436,0.5843580907149295,7.543531716501818,142,34.260000000000005,11.0,1.2,0.0,,1.0,0.05,1.2,C,Z,C-Z,0.75,0.05,4.25,5.45,4.028169014084507,1.1619718309859155,2.6884832076124123,1.5265113766264968,22.197801401129265,23,23,1.1500000000000001,27.599999999999998,0.0,True,REORDENAR,1.6911764705882355
MASS0252,0.14084507042253522,1.0077117488321707,7.154753416708412,142,142.96,20.0,5.06,0.0,,1.0,0.05,5.06,C,Z,C-Z,0.75,0.05,4.25,9.309999999999999,7.323943661971831,2.1126760563380285,4.745108931649959,2.6324328753119306,22.900872426453972,23,23,1.1500000000000001,116.38,0.0,True,REORDENAR,1.6911764705882355
MASS1113,0.09154929577464789,0.5445400111964471,5.948052429991961,142,35.86,13.0,1.96,1.0,,1.0,0.05,1.96,C,Z,C-Z,0.75,0.05,4.25,6.21,4.76056338028169,1.3732394366197183,2.7957345390708763,1.422495102451158,22.606729935033115,23,23,1.1500000000000001,45.08,1.0,True,REORDENAR,1.6911764705882355
MASS2542,0.3380281690140845,4.028070519824109,11.916375287812988,142,1017.6,48.0,21.2,0.0,,1.0,0.05,21.2,B,Z,B-Z,0.85,0.05,4.25,25.45,17.577464788732392,5.070422535211268,21.239457135125598,16.16903459991433,21.457968106315825,22,22,1.1,466.4,0.0,True,REORDENAR,1.6176470588235297
MASS1968,0.13380281690140844,0.6438897006931199,4.812228289390686,142,276.94,19.0,5.81,1.0,,1.0,0.05,5.81,C,Z,C-Z,0.75,0.05,4.25,10.059999999999999,6.957746478873239,2.0070422535211265,3.689067314897702,1.6820250613765753,21.472849500339507,22,22,1.1,127.82,1.0,True,REORDENAR,1.6176470588235297
MASS0107,0.08450704225352113,0.6357321991436875,7.522831023200302,142,44.120000000000005,12.0,2.2600000000000002,0.0,,1.0,0.05,2.2600000000000002,C,Z,C-Z,0.75,0.05,4.25,6.51,4.394366197183098,1.267605633802817,2.9283209552820257,1.6607153214792088,21.213483904184805,22,22,1.1,49.720000000000006,0.0,True,REORDENAR,1.6176470588235297
MASS0121,0.07746478873239436,0.5467368532435288,7.057875741871009,142,35.93,11.0,1.4385714285714286,0.0,,1.0,0.05,1.4385714285714286,C,Z,C-Z,0.75,0.05,4.25,5.688571428571429,4.028169014084507,1.1619718309859155,2.590205716609253,1.4282338856233374,21.72734221995262,22,22,1.1,31.64857142857143,0.0,True,REORDENAR,1.6176470588235297
MASS2653,0.4225352112676056,5.035088149780135,11.916375287812986,142,2552.98,60.0,27.391304347826086,0.0,,1.0,0.05,27.391304347826086,A,Z,A-Z,0.9,0.05,4.25,31.641304347826086,21.971830985915492,6.338028169014084,31.32932502286411,24.991296853850027,21.515939094289564,22,22,1.1,602.6086956521739,0.0,True,REORDENAR,1.6176470588235297
